Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
./30021_S33_L007_contigs.fasta	./NagxHevestB_S355_spades.fasta	95.67	50.04	52.60	NODE_1_length_128361_cov_39.814957	NODE_1_length_248398_cov_30.683631
./30021_S33_L007_contigs.fasta	./GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0_genomic.fna	97.78	69.86	62.75	NODE_1_length_128361_cov_39.814957	KN818222.1 Amanita muscaria Koide BX008 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence
./30021_S33_L007_contigs.fasta	./Amaapr1_AssemblyScaffolds_Repeatmasked.fasta	97.01	67.49	22.38	NODE_1_length_128361_cov_39.814957	scaffold_1
./30021_S33_L007_contigs.fasta	./Wirz_S363_spades.fasta	95.67	50.50	53.93	NODE_1_length_128361_cov_39.814957	NODE_1_length_389893_cov_22.598949
./30021_S33_L007_contigs.fasta	./Ring1_S359_spades.fasta	95.63	51.71	49.39	NODE_1_length_128361_cov_39.814957	NODE_1_length_931805_cov_22.221490
./30021_S33_L007_contigs.fasta	./Nes1_S356_spades.fasta	95.67	50.06	54.21	NODE_1_length_128361_cov_39.814957	NODE_1_length_295860_cov_17.834700
./30021_S33_L007_contigs.fasta	./Kara3_S353_spades.fasta	95.67	49.58	52.95	NODE_1_length_128361_cov_39.814957	NODE_1_length_327483_cov_19.758722
./30021_S33_L007_contigs.fasta	./Frag1_S351_spades.fasta	95.67	50.76	54.46	NODE_1_length_128361_cov_39.814957	NODE_1_length_447699_cov_24.901620
./30021_S33_L007_contigs.fasta	./Sogn5_S362_spades.fasta	95.67	50.31	54.59	NODE_1_length_128361_cov_39.814957	NODE_1_length_243922_cov_13.821235
./30021_S33_L007_contigs.fasta	./NzAUS95_S358_spades.fasta	95.67	50.85	55.29	NODE_1_length_128361_cov_39.814957	NODE_1_length_407107_cov_23.818920
./30021_S33_L007_contigs.fasta	./NagxHevest_S354_spades.fasta	95.67	49.98	52.41	NODE_1_length_128361_cov_39.814957	NODE_1_length_403846_cov_21.627844
./30021_S33_L007_contigs.fasta	./Gril1_S352_spades.fasta	95.67	50.63	53.46	NODE_1_length_128361_cov_39.814957	NODE_1_length_506403_cov_27.916609
./30021_S33_L007_contigs.fasta	./Aus332_S350_spades.fasta	95.55	51.05	55.61	NODE_1_length_128361_cov_39.814957	NODE_1_length_464763_cov_12.054899
./20031_S348_spades.fasta	./Skrap3_S361_spades.fasta	95.19	54.09	59.13	NODE_1_length_226136_cov_30.285505	NODE_1_length_275819_cov_17.058239
./20031_S348_spades.fasta	./NesPan3_S357_spades.fasta	89.15	20.84	21.30	NODE_1_length_226136_cov_30.285505	NODE_1_length_192124_cov_42.574807
./20031_S348_spades.fasta	./NagxHevestB_S355_spades.fasta	95.19	53.49	56.40	NODE_1_length_226136_cov_30.285505	NODE_1_length_248398_cov_30.683631
./20031_S348_spades.fasta	./GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0_genomic.fna	96.65	66.43	59.86	NODE_1_length_226136_cov_30.285505	KN818222.1 Amanita muscaria Koide BX008 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence
./20031_S348_spades.fasta	./Amaapr1_AssemblyScaffolds_Repeatmasked.fasta	98.59	80.44	26.75	NODE_1_length_226136_cov_30.285505	scaffold_1
./20031_S348_spades.fasta	./20045_S349_spades.fasta	99.27	81.08	82.49	NODE_1_length_226136_cov_30.285505	NODE_1_length_504912_cov_29.891155
./20031_S348_spades.fasta	./Wirz_S363_spades.fasta	95.19	54.11	57.97	NODE_1_length_226136_cov_30.285505	NODE_1_length_389893_cov_22.598949
./20031_S348_spades.fasta	./Ring1_S359_spades.fasta	95.18	55.72	53.39	NODE_1_length_226136_cov_30.285505	NODE_1_length_931805_cov_22.221490
./20031_S348_spades.fasta	./Nes1_S356_spades.fasta	95.19	53.91	58.56	NODE_1_length_226136_cov_30.285505	NODE_1_length_295860_cov_17.834700
./20031_S348_spades.fasta	./Kara3_S353_spades.fasta	95.19	52.99	56.77	NODE_1_length_226136_cov_30.285505	NODE_1_length_327483_cov_19.758722
./20031_S348_spades.fasta	./Frag1_S351_spades.fasta	95.19	54.41	58.56	NODE_1_length_226136_cov_30.285505	NODE_1_length_447699_cov_24.901620
./20031_S348_spades.fasta	./30021_S33_L007_contigs.fasta	97.28	61.44	61.63	NODE_1_length_226136_cov_30.285505	NODE_1_length_128361_cov_39.814957
./20031_S348_spades.fasta	./Sogn5_S362_spades.fasta	95.19	54.04	58.82	NODE_1_length_226136_cov_30.285505	NODE_1_length_243922_cov_13.821235
./20031_S348_spades.fasta	./NzAUS95_S358_spades.fasta	95.19	54.74	59.71	NODE_1_length_226136_cov_30.285505	NODE_1_length_407107_cov_23.818920
./20031_S348_spades.fasta	./NagxHevest_S354_spades.fasta	95.19	53.44	56.22	NODE_1_length_226136_cov_30.285505	NODE_1_length_403846_cov_21.627844
./20031_S348_spades.fasta	./Gril1_S352_spades.fasta	95.19	54.44	57.67	NODE_1_length_226136_cov_30.285505	NODE_1_length_506403_cov_27.916609
./20031_S348_spades.fasta	./Aus332_S350_spades.fasta	95.19	54.92	60.02	NODE_1_length_226136_cov_30.285505	NODE_1_length_464763_cov_12.054899
./20031_S348_spades.fasta	./30000_S38_L007_contigs.fasta	97.15	63.62	63.49	NODE_1_length_226136_cov_30.285505	NODE_1_length_233627_cov_28.980214
./11668_S345_spades.fasta	./Skrap3_S361_spades.fasta	99.40	86.64	85.69	NODE_1_length_439021_cov_21.045865	NODE_1_length_275819_cov_17.058239
./11668_S345_spades.fasta	./NesPan3_S357_spades.fasta	89.38	24.32	22.47	NODE_1_length_439021_cov_21.045865	NODE_1_length_192124_cov_42.574807
./11668_S345_spades.fasta	./NagxHevestB_S355_spades.fasta	99.27	85.41	81.46	NODE_1_length_439021_cov_21.045865	NODE_1_length_248398_cov_30.683631
./11668_S345_spades.fasta	./GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0_genomic.fna	94.69	64.14	52.28	NODE_1_length_439021_cov_21.045865	KN818222.1 Amanita muscaria Koide BX008 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence
./11668_S345_spades.fasta	./Amaapr1_AssemblyScaffolds_Repeatmasked.fasta	94.70	66.25	19.93	NODE_1_length_439021_cov_21.045865	scaffold_1
./11668_S345_spades.fasta	./20045_S349_spades.fasta	95.16	60.32	55.51	NODE_1_length_439021_cov_21.045865	NODE_1_length_504912_cov_29.891155
./11668_S345_spades.fasta	./11669_S346_spades.fasta	99.66	89.91	73.72	NODE_1_length_439021_cov_21.045865	NODE_1_length_445185_cov_23.752615
./11668_S345_spades.fasta	./Wirz_S363_spades.fasta	99.31	86.22	83.56	NODE_1_length_439021_cov_21.045865	NODE_1_length_389893_cov_22.598949
./11668_S345_spades.fasta	./Ring1_S359_spades.fasta	99.28	85.71	74.29	NODE_1_length_439021_cov_21.045865	NODE_1_length_931805_cov_22.221490
./11668_S345_spades.fasta	./Nes1_S356_spades.fasta	99.43	86.53	85.03	NODE_1_length_439021_cov_21.045865	NODE_1_length_295860_cov_17.834700
./11668_S345_spades.fasta	./Kara3_S353_spades.fasta	99.38	85.54	82.91	NODE_1_length_439021_cov_21.045865	NODE_1_length_327483_cov_19.758722
./11668_S345_spades.fasta	./Frag1_S351_spades.fasta	99.37	86.90	84.61	NODE_1_length_439021_cov_21.045865	NODE_1_length_447699_cov_24.901620
./11668_S345_spades.fasta	./30021_S33_L007_contigs.fasta	95.54	56.20	51.00	NODE_1_length_439021_cov_21.045865	NODE_1_length_128361_cov_39.814957
./11668_S345_spades.fasta	./20031_S348_spades.fasta	95.18	60.46	54.69	NODE_1_length_439021_cov_21.045865	NODE_1_length_226136_cov_30.285505
./11668_S345_spades.fasta	./Sogn5_S362_spades.fasta	99.40	87.10	85.76	NODE_1_length_439021_cov_21.045865	NODE_1_length_243922_cov_13.821235
./11668_S345_spades.fasta	./NzAUS95_S358_spades.fasta	99.38	87.44	86.28	NODE_1_length_439021_cov_21.045865	NODE_1_length_407107_cov_23.818920
./11668_S345_spades.fasta	./NagxHevest_S354_spades.fasta	99.25	84.55	80.46	NODE_1_length_439021_cov_21.045865	NODE_1_length_403846_cov_21.627844
./11668_S345_spades.fasta	./Gril1_S352_spades.fasta	99.30	86.46	82.85	NODE_1_length_439021_cov_21.045865	NODE_1_length_506403_cov_27.916609
./11668_S345_spades.fasta	./Aus332_S350_spades.fasta	99.37	86.70	85.71	NODE_1_length_439021_cov_21.045865	NODE_1_length_464763_cov_12.054899
./11668_S345_spades.fasta	./30000_S38_L007_contigs.fasta	95.19	59.35	53.58	NODE_1_length_439021_cov_21.045865	NODE_1_length_233627_cov_28.980214
./11668_S345_spades.fasta	./11670_S347_spades.fasta	99.66	89.66	89.34	NODE_1_length_439021_cov_21.045865	NODE_1_length_477744_cov_22.964950
./11665_S342_spades.fasta	./Skrap3_S361_spades.fasta	99.44	88.30	85.58	NODE_1_length_541164_cov_25.230804	NODE_1_length_275819_cov_17.058239
./11665_S342_spades.fasta	./NesPan3_S357_spades.fasta	89.41	25.08	22.71	NODE_1_length_541164_cov_25.230804	NODE_1_length_192124_cov_42.574807
./11665_S342_spades.fasta	./NagxHevestB_S355_spades.fasta	99.24	86.84	81.17	NODE_1_length_541164_cov_25.230804	NODE_1_length_248398_cov_30.683631
./11665_S342_spades.fasta	./GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0_genomic.fna	94.74	65.64	52.43	NODE_1_length_541164_cov_25.230804	KN818222.1 Amanita muscaria Koide BX008 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence
./11665_S342_spades.fasta	./Amaapr1_AssemblyScaffolds_Repeatmasked.fasta	94.75	68.03	20.06	NODE_1_length_541164_cov_25.230804	scaffold_1
./11665_S342_spades.fasta	./20045_S349_spades.fasta	95.15	61.96	55.88	NODE_1_length_541164_cov_25.230804	NODE_1_length_504912_cov_29.891155
./11665_S342_spades.fasta	./11669_S346_spades.fasta	99.67	92.06	73.97	NODE_1_length_541164_cov_25.230804	NODE_1_length_445185_cov_23.752615
./11665_S342_spades.fasta	./11666_S343_spades.fasta	99.65	91.82	59.92	NODE_1_length_541164_cov_25.230804	NODE_1_length_774254_cov_54.103050
./11665_S342_spades.fasta	./Wirz_S363_spades.fasta	99.24	87.70	83.30	NODE_1_length_541164_cov_25.230804	NODE_1_length_389893_cov_22.598949
./11665_S342_spades.fasta	./Ring1_S359_spades.fasta	99.24	87.53	74.35	NODE_1_length_541164_cov_25.230804	NODE_1_length_931805_cov_22.221490
./11665_S342_spades.fasta	./Nes1_S356_spades.fasta	99.41	88.04	84.79	NODE_1_length_541164_cov_25.230804	NODE_1_length_295860_cov_17.834700
./11665_S342_spades.fasta	./Kara3_S353_spades.fasta	99.35	86.82	82.46	NODE_1_length_541164_cov_25.230804	NODE_1_length_327483_cov_19.758722
./11665_S342_spades.fasta	./Frag1_S351_spades.fasta	99.37	88.61	84.55	NODE_1_length_541164_cov_25.230804	NODE_1_length_447699_cov_24.901620
./11665_S342_spades.fasta	./30021_S33_L007_contigs.fasta	95.50	57.63	51.25	NODE_1_length_541164_cov_25.230804	NODE_1_length_128361_cov_39.814957
./11665_S342_spades.fasta	./20031_S348_spades.fasta	95.15	62.37	55.29	NODE_1_length_541164_cov_25.230804	NODE_1_length_226136_cov_30.285505
./11665_S342_spades.fasta	./11668_S345_spades.fasta	99.71	92.01	90.17	NODE_1_length_541164_cov_25.230804	NODE_1_length_439021_cov_21.045865
./11665_S342_spades.fasta	./Sogn5_S362_spades.fasta	99.37	88.72	85.61	NODE_1_length_541164_cov_25.230804	NODE_1_length_243922_cov_13.821235
./11665_S342_spades.fasta	./NzAUS95_S358_spades.fasta	99.38	89.18	86.25	NODE_1_length_541164_cov_25.230804	NODE_1_length_407107_cov_23.818920
./11665_S342_spades.fasta	./NagxHevest_S354_spades.fasta	99.13	86.20	80.40	NODE_1_length_541164_cov_25.230804	NODE_1_length_403846_cov_21.627844
./11665_S342_spades.fasta	./Gril1_S352_spades.fasta	99.24	88.08	82.72	NODE_1_length_541164_cov_25.230804	NODE_1_length_506403_cov_27.916609
./11665_S342_spades.fasta	./Aus332_S350_spades.fasta	99.40	88.64	85.87	NODE_1_length_541164_cov_25.230804	NODE_1_length_464763_cov_12.054899
./11665_S342_spades.fasta	./30000_S38_L007_contigs.fasta	95.16	60.96	53.93	NODE_1_length_541164_cov_25.230804	NODE_1_length_233627_cov_28.980214
./11665_S342_spades.fasta	./11670_S347_spades.fasta	99.68	91.38	89.23	NODE_1_length_541164_cov_25.230804	NODE_1_length_477744_cov_22.964950
./11665_S342_spades.fasta	./11667_S344_spades.fasta	99.66	91.25	37.70	NODE_1_length_541164_cov_25.230804	NODE_1_length_628942_cov_11.045053
./Sogn5_S362_spades.fasta	./Wirz_S363_spades.fasta	99.31	85.90	84.55	NODE_1_length_243922_cov_13.821235	NODE_1_length_389893_cov_22.598949
./NzAUS95_S358_spades.fasta	./Sogn5_S362_spades.fasta	99.47	86.57	86.38	NODE_1_length_407107_cov_23.818920	NODE_1_length_243922_cov_13.821235
./NzAUS95_S358_spades.fasta	./Skrap3_S361_spades.fasta	99.37	85.90	86.09	NODE_1_length_407107_cov_23.818920	NODE_1_length_275819_cov_17.058239
./NzAUS95_S358_spades.fasta	./Wirz_S363_spades.fasta	99.27	86.10	84.56	NODE_1_length_407107_cov_23.818920	NODE_1_length_389893_cov_22.598949
./NzAUS95_S358_spades.fasta	./Ring1_S359_spades.fasta	99.35	85.81	75.37	NODE_1_length_407107_cov_23.818920	NODE_1_length_931805_cov_22.221490
./NagxHevest_S354_spades.fasta	./Sogn5_S362_spades.fasta	99.25	81.14	83.95	NODE_1_length_403846_cov_21.627844	NODE_1_length_243922_cov_13.821235
./NagxHevest_S354_spades.fasta	./NzAUS95_S358_spades.fasta	99.21	81.26	84.26	NODE_1_length_403846_cov_21.627844	NODE_1_length_407107_cov_23.818920
./NagxHevest_S354_spades.fasta	./Skrap3_S361_spades.fasta	99.25	81.44	84.64	NODE_1_length_403846_cov_21.627844	NODE_1_length_275819_cov_17.058239
./NagxHevest_S354_spades.fasta	./NesPan3_S357_spades.fasta	89.29	22.01	21.38	NODE_1_length_403846_cov_21.627844	NODE_1_length_192124_cov_42.574807
./NagxHevest_S354_spades.fasta	./Wirz_S363_spades.fasta	99.25	81.93	83.44	NODE_1_length_403846_cov_21.627844	NODE_1_length_389893_cov_22.598949
./NagxHevest_S354_spades.fasta	./Ring1_S359_spades.fasta	99.18	81.47	74.21	NODE_1_length_403846_cov_21.627844	NODE_1_length_931805_cov_22.221490
./NagxHevest_S354_spades.fasta	./Nes1_S356_spades.fasta	99.21	81.10	83.74	NODE_1_length_403846_cov_21.627844	NODE_1_length_295860_cov_17.834700
./Gril1_S352_spades.fasta	./Kara3_S353_spades.fasta	99.38	83.61	84.56	NODE_1_length_506403_cov_27.916609	NODE_1_length_327483_cov_19.758722
./Gril1_S352_spades.fasta	./Skrap3_S361_spades.fasta	99.31	83.58	86.26	NODE_1_length_506403_cov_27.916609	NODE_1_length_275819_cov_17.058239
./Gril1_S352_spades.fasta	./NesPan3_S357_spades.fasta	89.43	22.76	21.95	NODE_1_length_506403_cov_27.916609	NODE_1_length_192124_cov_42.574807
./Gril1_S352_spades.fasta	./NagxHevestB_S355_spades.fasta	99.27	83.59	83.20	NODE_1_length_506403_cov_27.916609	NODE_1_length_248398_cov_30.683631
./Gril1_S352_spades.fasta	./Sogn5_S362_spades.fasta	99.31	83.96	86.27	NODE_1_length_506403_cov_27.916609	NODE_1_length_243922_cov_13.821235
./Gril1_S352_spades.fasta	./NzAUS95_S358_spades.fasta	99.27	83.54	86.02	NODE_1_length_506403_cov_27.916609	NODE_1_length_407107_cov_23.818920
./Gril1_S352_spades.fasta	./NagxHevest_S354_spades.fasta	99.27	83.36	82.78	NODE_1_length_506403_cov_27.916609	NODE_1_length_403846_cov_21.627844
./Gril1_S352_spades.fasta	./Wirz_S363_spades.fasta	99.38	85.01	85.98	NODE_1_length_506403_cov_27.916609	NODE_1_length_389893_cov_22.598949
./Gril1_S352_spades.fasta	./Ring1_S359_spades.fasta	99.37	83.76	75.76	NODE_1_length_506403_cov_27.916609	NODE_1_length_931805_cov_22.221490
./Gril1_S352_spades.fasta	./Nes1_S356_spades.fasta	99.34	83.22	85.35	NODE_1_length_506403_cov_27.916609	NODE_1_length_295860_cov_17.834700
./Aus332_S350_spades.fasta	./Kara3_S353_spades.fasta	99.34	84.19	82.55	NODE_1_length_464763_cov_12.054899	NODE_1_length_327483_cov_19.758722
./Aus332_S350_spades.fasta	./Frag1_S351_spades.fasta	99.40	86.28	84.98	NODE_1_length_464763_cov_12.054899	NODE_1_length_447699_cov_24.901620
./Aus332_S350_spades.fasta	./Skrap3_S361_spades.fasta	99.46	85.52	85.56	NODE_1_length_464763_cov_12.054899	NODE_1_length_275819_cov_17.058239
./Aus332_S350_spades.fasta	./NesPan3_S357_spades.fasta	89.47	23.91	22.35	NODE_1_length_464763_cov_12.054899	NODE_1_length_192124_cov_42.574807
./Aus332_S350_spades.fasta	./NagxHevestB_S355_spades.fasta	99.21	84.13	81.18	NODE_1_length_464763_cov_12.054899	NODE_1_length_248398_cov_30.683631
./Aus332_S350_spades.fasta	./GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0_genomic.fna	94.61	63.27	52.17	NODE_1_length_464763_cov_12.054899	KN818222.1 Amanita muscaria Koide BX008 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence
./Aus332_S350_spades.fasta	./Sogn5_S362_spades.fasta	99.43	86.14	85.80	NODE_1_length_464763_cov_12.054899	NODE_1_length_243922_cov_13.821235
./Aus332_S350_spades.fasta	./NzAUS95_S358_spades.fasta	99.45	87.25	87.10	NODE_1_length_464763_cov_12.054899	NODE_1_length_407107_cov_23.818920
./Aus332_S350_spades.fasta	./NagxHevest_S354_spades.fasta	99.21	83.76	80.64	NODE_1_length_464763_cov_12.054899	NODE_1_length_403846_cov_21.627844
./Aus332_S350_spades.fasta	./Gril1_S352_spades.fasta	99.26	85.20	82.59	NODE_1_length_464763_cov_12.054899	NODE_1_length_506403_cov_27.916609
./Aus332_S350_spades.fasta	./Wirz_S363_spades.fasta	99.32	85.53	83.86	NODE_1_length_464763_cov_12.054899	NODE_1_length_389893_cov_22.598949
./Aus332_S350_spades.fasta	./Ring1_S359_spades.fasta	99.27	84.94	74.48	NODE_1_length_464763_cov_12.054899	NODE_1_length_931805_cov_22.221490
./Aus332_S350_spades.fasta	./Nes1_S356_spades.fasta	99.40	85.67	85.17	NODE_1_length_464763_cov_12.054899	NODE_1_length_295860_cov_17.834700
./30000_S38_L007_contigs.fasta	./Skrap3_S361_spades.fasta	95.20	52.58	57.60	NODE_1_length_233627_cov_28.980214	NODE_1_length_275819_cov_17.058239
./30000_S38_L007_contigs.fasta	./NesPan3_S357_spades.fasta	89.22	19.92	20.40	NODE_1_length_233627_cov_28.980214	NODE_1_length_192124_cov_42.574807
./30000_S38_L007_contigs.fasta	./NagxHevestB_S355_spades.fasta	95.19	52.80	55.78	NODE_1_length_233627_cov_28.980214	NODE_1_length_248398_cov_30.683631
./30000_S38_L007_contigs.fasta	./GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0_genomic.fna	97.06	68.37	61.73	NODE_1_length_233627_cov_28.980214	KN818222.1 Amanita muscaria Koide BX008 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence
./30000_S38_L007_contigs.fasta	./Amaapr1_AssemblyScaffolds_Repeatmasked.fasta	97.01	70.45	23.48	NODE_1_length_233627_cov_28.980214	scaffold_1
./30000_S38_L007_contigs.fasta	./Wirz_S363_spades.fasta	95.19	52.97	56.86	NODE_1_length_233627_cov_28.980214	NODE_1_length_389893_cov_22.598949
./30000_S38_L007_contigs.fasta	./Ring1_S359_spades.fasta	95.20	54.14	51.98	NODE_1_length_233627_cov_28.980214	NODE_1_length_931805_cov_22.221490
./30000_S38_L007_contigs.fasta	./Nes1_S356_spades.fasta	95.19	52.37	57.01	NODE_1_length_233627_cov_28.980214	NODE_1_length_295860_cov_17.834700
./30000_S38_L007_contigs.fasta	./Kara3_S353_spades.fasta	95.19	52.12	55.95	NODE_1_length_233627_cov_28.980214	NODE_1_length_327483_cov_19.758722
./30000_S38_L007_contigs.fasta	./Frag1_S351_spades.fasta	95.19	53.18	57.36	NODE_1_length_233627_cov_28.980214	NODE_1_length_447699_cov_24.901620
./30000_S38_L007_contigs.fasta	./30021_S33_L007_contigs.fasta	97.66	64.59	64.92	NODE_1_length_233627_cov_28.980214	NODE_1_length_128361_cov_39.814957
./30000_S38_L007_contigs.fasta	./Sogn5_S362_spades.fasta	95.19	52.72	57.50	NODE_1_length_233627_cov_28.980214	NODE_1_length_243922_cov_13.821235
./30000_S38_L007_contigs.fasta	./NzAUS95_S358_spades.fasta	95.20	53.57	58.56	NODE_1_length_233627_cov_28.980214	NODE_1_length_407107_cov_23.818920
./30000_S38_L007_contigs.fasta	./NagxHevest_S354_spades.fasta	95.20	52.42	55.26	NODE_1_length_233627_cov_28.980214	NODE_1_length_403846_cov_21.627844
./30000_S38_L007_contigs.fasta	./Gril1_S352_spades.fasta	95.19	53.20	56.47	NODE_1_length_233627_cov_28.980214	NODE_1_length_506403_cov_27.916609
./30000_S38_L007_contigs.fasta	./Aus332_S350_spades.fasta	95.19	53.77	58.88	NODE_1_length_233627_cov_28.980214	NODE_1_length_464763_cov_12.054899
./11670_S347_spades.fasta	./Skrap3_S361_spades.fasta	99.43	86.56	85.91	NODE_1_length_477744_cov_22.964950	NODE_1_length_275819_cov_17.058239
./11670_S347_spades.fasta	./NesPan3_S357_spades.fasta	89.38	24.09	22.35	NODE_1_length_477744_cov_22.964950	NODE_1_length_192124_cov_42.574807
./11670_S347_spades.fasta	./NagxHevestB_S355_spades.fasta	99.27	85.14	81.50	NODE_1_length_477744_cov_22.964950	NODE_1_length_248398_cov_30.683631
./11670_S347_spades.fasta	./GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0_genomic.fna	94.68	63.91	52.28	NODE_1_length_477744_cov_22.964950	KN818222.1 Amanita muscaria Koide BX008 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence
./11670_S347_spades.fasta	./Amaapr1_AssemblyScaffolds_Repeatmasked.fasta	94.69	66.38	20.04	NODE_1_length_477744_cov_22.964950	scaffold_1
./11670_S347_spades.fasta	./20045_S349_spades.fasta	95.19	60.16	55.57	NODE_1_length_477744_cov_22.964950	NODE_1_length_504912_cov_29.891155
./11670_S347_spades.fasta	./Wirz_S363_spades.fasta	99.30	86.03	83.68	NODE_1_length_477744_cov_22.964950	NODE_1_length_389893_cov_22.598949
./11670_S347_spades.fasta	./Ring1_S359_spades.fasta	99.24	85.84	74.67	NODE_1_length_477744_cov_22.964950	NODE_1_length_931805_cov_22.221490
./11670_S347_spades.fasta	./Nes1_S356_spades.fasta	99.40	86.85	85.66	NODE_1_length_477744_cov_22.964950	NODE_1_length_295860_cov_17.834700
./11670_S347_spades.fasta	./Kara3_S353_spades.fasta	99.38	85.43	83.09	NODE_1_length_477744_cov_22.964950	NODE_1_length_327483_cov_19.758722
./11670_S347_spades.fasta	./Frag1_S351_spades.fasta	99.40	87.27	85.28	NODE_1_length_477744_cov_22.964950	NODE_1_length_447699_cov_24.901620
./11670_S347_spades.fasta	./30021_S33_L007_contigs.fasta	95.55	56.10	51.09	NODE_1_length_477744_cov_22.964950	NODE_1_length_128361_cov_39.814957
./11670_S347_spades.fasta	./20031_S348_spades.fasta	95.19	60.65	55.06	NODE_1_length_477744_cov_22.964950	NODE_1_length_226136_cov_30.285505
./11670_S347_spades.fasta	./Sogn5_S362_spades.fasta	99.43	87.03	86.00	NODE_1_length_477744_cov_22.964950	NODE_1_length_243922_cov_13.821235
./11670_S347_spades.fasta	./NzAUS95_S358_spades.fasta	99.41	87.50	86.66	NODE_1_length_477744_cov_22.964950	NODE_1_length_407107_cov_23.818920
./11670_S347_spades.fasta	./NagxHevest_S354_spades.fasta	99.21	84.86	81.05	NODE_1_length_477744_cov_22.964950	NODE_1_length_403846_cov_21.627844
./11670_S347_spades.fasta	./Gril1_S352_spades.fasta	99.26	86.54	83.22	NODE_1_length_477744_cov_22.964950	NODE_1_length_506403_cov_27.916609
./11670_S347_spades.fasta	./Aus332_S350_spades.fasta	99.37	86.38	85.70	NODE_1_length_477744_cov_22.964950	NODE_1_length_464763_cov_12.054899
./11670_S347_spades.fasta	./30000_S38_L007_contigs.fasta	95.19	59.33	53.76	NODE_1_length_477744_cov_22.964950	NODE_1_length_233627_cov_28.980214
./11667_S344_spades.fasta	./Skrap3_S361_spades.fasta	99.43	36.59	85.84	NODE_1_length_628942_cov_11.045053	NODE_1_length_275819_cov_17.058239
./11667_S344_spades.fasta	./NesPan3_S357_spades.fasta	89.48	10.24	22.44	NODE_1_length_628942_cov_11.045053	NODE_1_length_192124_cov_42.574807
./11667_S344_spades.fasta	./NagxHevestB_S355_spades.fasta	99.27	36.05	81.56	NODE_1_length_628942_cov_11.045053	NODE_1_length_248398_cov_30.683631
./11667_S344_spades.fasta	./GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0_genomic.fna	94.61	26.97	52.14	NODE_1_length_628942_cov_11.045053	KN818222.1 Amanita muscaria Koide BX008 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence
./11667_S344_spades.fasta	./Amaapr1_AssemblyScaffolds_Repeatmasked.fasta	94.73	27.93	19.93	NODE_1_length_628942_cov_11.045053	scaffold_1
./11667_S344_spades.fasta	./20045_S349_spades.fasta	95.19	25.39	55.43	NODE_1_length_628942_cov_11.045053	NODE_1_length_504912_cov_29.891155
./11667_S344_spades.fasta	./11669_S346_spades.fasta	97.99	38.86	75.57	NODE_1_length_628942_cov_11.045053	NODE_1_length_445185_cov_23.752615
./11667_S344_spades.fasta	./Wirz_S363_spades.fasta	99.30	36.37	83.62	NODE_1_length_628942_cov_11.045053	NODE_1_length_389893_cov_22.598949
./11667_S344_spades.fasta	./Ring1_S359_spades.fasta	99.12	36.22	74.47	NODE_1_length_628942_cov_11.045053	NODE_1_length_931805_cov_22.221490
./11667_S344_spades.fasta	./Nes1_S356_spades.fasta	99.43	36.61	85.33	NODE_1_length_628942_cov_11.045053	NODE_1_length_295860_cov_17.834700
./11667_S344_spades.fasta	./Kara3_S353_spades.fasta	99.41	36.15	83.10	NODE_1_length_628942_cov_11.045053	NODE_1_length_327483_cov_19.758722
./11667_S344_spades.fasta	./Frag1_S351_spades.fasta	99.40	36.61	84.55	NODE_1_length_628942_cov_11.045053	NODE_1_length_447699_cov_24.901620
./11667_S344_spades.fasta	./30021_S33_L007_contigs.fasta	95.67	23.62	50.83	NODE_1_length_628942_cov_11.045053	NODE_1_length_128361_cov_39.814957
./11667_S344_spades.fasta	./20031_S348_spades.fasta	95.19	25.55	54.83	NODE_1_length_628942_cov_11.045053	NODE_1_length_226136_cov_30.285505
./11667_S344_spades.fasta	./11668_S345_spades.fasta	99.64	37.80	89.66	NODE_1_length_628942_cov_11.045053	NODE_1_length_439021_cov_21.045865
./11667_S344_spades.fasta	./Sogn5_S362_spades.fasta	99.43	36.86	86.08	NODE_1_length_628942_cov_11.045053	NODE_1_length_243922_cov_13.821235
./11667_S344_spades.fasta	./NzAUS95_S358_spades.fasta	99.44	37.01	86.62	NODE_1_length_628942_cov_11.045053	NODE_1_length_407107_cov_23.818920
./11667_S344_spades.fasta	./NagxHevest_S354_spades.fasta	99.21	35.71	80.62	NODE_1_length_628942_cov_11.045053	NODE_1_length_403846_cov_21.627844
